streetLabel	personLabel	genderLabel	coordinate	postalCode
Leibnizstraße	Gottfried Wilhelm Leibniz	männlich	Point(13.70748 51.02229)	01187
Hantzschstraße	Adolf Hantzsch	männlich	Point(13.71295 51.02021)	01187
Klopstockstraße	Friedrich Gottlieb Klopstock	männlich	Point(13.69 51.05076)	01157
Hölderlinstraße	Friedrich Hölderlin	männlich	Point(13.68792 51.05225)	01157
Hebbelstraße	Friedrich Hebbel	männlich	Point(13.68592 51.05469)	01157
Mörikestraße	Eduard Mörike	männlich	Point(13.68472 51.0567)	01157
Hermann-Seidel-Straße	Hermann Seidel	männlich	Point(13.83377 51.02705)	01279
Neuberinstraße	Friederike Caroline Neuber	weiblich	Point(13.83843 51.02698)	01279
Havemannstraße	Robert Havemann	männlich	Point(13.82799 51.02148)	01279
Melli-Beese-Straße	Melli Beese	weiblich	Point(13.83457 51.0189)	01279
Gustav-Hartmann-Straße	Gustav Hartmann	männlich	Point(13.83697 51.01983)	01279
Schoberstraße	Friedrich Immanuel Schober	männlich	Point(13.83654 51.02267)	01279
Rudolf-Zwintscher-Straße	Rudolf Zwintscher	männlich	Point(13.83993 51.02329)	01279
Paul-Wiegler-Straße	Paul Wiegler	männlich	Point(13.74316 51.02576)	01217
Rungestraße	Philipp Otto Runge	männlich	Point(13.74857 51.02606)	01217
Schinkelstraße	Karl Friedrich Schinkel	männlich	Point(13.74621 51.02601)	01217
Tizianstraße	Tizian	männlich	Point(13.74841 51.02704)	01217
Thormeyerstraße	Gottlob Friedrich Thormeyer	männlich	Point(13.75095 51.02537)	01217
Schurichtstraße	Christian Friedrich Schuricht	männlich	Point(13.75259 51.02452)	01217
Stephensonstraße	George Stephenson	männlich	Point(13.82816 51.00666)	01257
Hertzstraße	Heinrich Hertz	männlich	Point(13.82605 51.00983)	01257
Guerickestraße	Otto von Guericke	männlich	Point(13.82522 51.00705)	01257
Klettestraße	Hermann Klette	männlich	Point(13.82625 51.0081)	01257
Lilienthalstraße	Otto Lilienthal	männlich	Point(13.82368 51.00852)	01257
Zamenhofstraße	Ludwik Lejzer Zamenhof	männlich	Point(13.81947 51.01104)	01257
Wilhelm-Liebknecht-Straße	Wilhelm Liebknecht	männlich	Point(13.81124 51.01187)	01257
Singerstraße	Paul Singer	männlich	Point(13.81299 51.01273)	01257
Josef-Moll-Straße	Maximilien Joseph Moll	männlich	Point(13.81402 51.01277)	01257
Kadenstraße	August Kaden	männlich	Point(13.81246 51.01607)	01237
Vollmarstraße	Georg von Vollmar	männlich	Point(13.81101 51.01597)	01237
Lassallestraße	Ferdinand Lassalle	männlich	Point(13.81107 51.0196)	01237
Oskar-Röder-Straße	Oskar Röder	männlich	Point(13.79465 51.02169)	01237
Wilhelm-Rudolph-Straße	Wilhelm Rudolph	männlich	Point(13.7799 51.02016)	01219
Hans-Jüchser-Straße	Hans Jüchser	männlich	Point(13.78204 51.02017)	01219
Walter-Arnold-Straße	Walter Arnold	männlich	Point(13.78073 51.01733)	01219
Wilhelm-Lachnit-Straße	Wilhelm Lachnit	männlich	Point(13.77892 51.01622)	01219
Gudehusstraße	Heinrich Gudehus	männlich	Point(13.78349 51.0163)	01237
Seebachstraße	Nikolaus Graf von Seebach	männlich	Point(13.78042 51.01512)	01237
Wieckestraße	Paul Wiecke	männlich	Point(13.7818 51.01565)	01237
Scheidemantelstraße	Karl Scheidemantel	männlich	Point(13.78464 51.01645)	01237
Schuchstraße	Ernst von Schuch	männlich	Point(13.78551 51.01594)	01237
Perronstraße	Karl Perron	männlich	Point(13.78497 51.0133)	01237
Schroeterstraße	Johann Hieronymus Schroeter	männlich	Point(13.78403 51.01344)	01237
Robert-Matzke-Straße	Robert Matzke	männlich	Point(13.717922 51.0795518)	01127
Carusufer	Carl Gustav Carus	männlich	Point(13.755725 51.06011944)	01099
Fritz-Löffler-Straße	Fritz Löffler	männlich	Point(13.732134 51.036533)	01069
St. Petersburger Straße	Friedrich Christian	männlich	Point(13.744234 51.04813)	01069
F.-C.-Weiskopf-Platz	Franz Carl Weiskopf	männlich	Point(13.70676 51.02962)	01187
Valeria-Kratina-Weg	Valeria Kratina	weiblich	Point(13.754468 51.114855)	01109
Van-Gogh-Straße	Vincent van Gogh	männlich	Point(13.8618 51.01641)	01326
Victor-Klemperer-Straße	Victor Klemperer	männlich	Point(13.733081 51.021001)	01217
Friedrich-Ebert-Straße	Friedrich Ebert	männlich	Point(13.852662 51.130269)	01465
Vogelsteinstraße	Carl Christian Vogel von Vogelstein	männlich	Point(13.76962 51.026161)	01219
Wernerplatz	Abraham Gottlob Werner	männlich	Point(13.705141 51.046252)	01159
Waldmüllerstraße	Charles Edouard Duboc	männlich	Point(13.84151 51.0402)	01326
August-Bebel-Straße	August Bebel	männlich	Point(13.818655 51.128101)	01465
Wasastraße	Gustav von Schweden	männlich	Point(13.75809 51.03019)	01219
Weberweg	Carl Maria von Weber	männlich	Point(13.862591 51.015248)	01328
Werner-Hartmann-Straße	Werner Hartmann	männlich	Point(13.76389 51.08585)	01099
Wilhelm-Külz-Straße	Wilhelm Külz	männlich	Point(13.746384 51.116543)	01109
Wilhelm-Wolf-Straße	Wilhelm Wolff	männlich	Point(13.876809 51.008772)	01326
Wilhelmine-Reichard-Ring	Wilhelmine Reichard	weiblich	Point(13.765323 51.123898)	01109
William-Shakespeare-Straße	William Shakespeare	männlich	Point(13.7664 51.11012)	01109
Wundtstraße	Wilhelm Wundt	männlich	Point(13.74823 51.02952)	01217
Zeiss-Abbe-Straße	Ernst Abbe	männlich	Point(13.79181 51.15054)	01108
Zeiss-Abbe-Straße	Carl Zeiß	männlich	Point(13.79181 51.15054)	01108
Zinggstraße	Adrian Zingg	männlich	Point(13.69773 51.07034)	01139
Fritz-Löffler-Platz	Fritz Löffler	männlich	Point(13.73048 51.03278)	01069
Weberplatz	Carl Maria von Weber	männlich	Point(13.74898 51.03068)	01217
Richard-Strauss-Platz	Richard Strauss	männlich	Point(13.74938 51.03572)	01219
Käthe-Kollwitz-Platz	Käthe Kollwitz	weiblich	Point(13.78936 51.11905)	01109
Albertplatz	Albert von Sachsen	männlich	Point(13.61158 51.08212)	01156
Bismarckplatz	Otto von Bismarck	männlich	Point(13.63235 51.08655)	01156
Goetzplatz	Ferdinand Goetz	männlich	Point(13.850815 51.00641)	01259
Güntzplatz	Elija	männlich	Point(13.758432 51.054029)	01307
Güntzplatz	Justus Friedrich Güntz	männlich	Point(13.758432 51.054029)	01307
Albert-Wolf-Platz	Albert Wolf	männlich	Point(13.802165 51.008246)	01239
Amalie-Dietrich-Platz	Amalie Dietrich	weiblich	Point(13.678106 51.045352)	01169
Ebertplatz	Friedrich Ebert	männlich	Point(13.705247 51.041777)	01159
Ebertplatz	Francesco Crispi	männlich	Point(13.705247 51.041777)	01159
Kerstingstraße	Georg Friedrich Kersting	männlich	Point(13.75752 51.02347)	01217
Heinrich-Zille-Straße	Heinrich Zille	männlich	Point(13.75851 51.02634)	01219
Lannerstraße	Joseph Lanner	männlich	Point(13.76075 51.02727)	01219
Julius-Otto-Straße	Ernst Julius Otto	männlich	Point(13.75915 51.03083)	01219
Gustav-Adolf-Straße	Gustav II. Adolf	männlich	Point(13.75776 51.02978)	01219
Robert-Koch-Straße	Robert Koch	männlich	Point(13.76051 51.02447)	01219
Lenbachstraße	Franz von Lenbach	männlich	Point(13.76074 51.02492)	01219
Gotthardt-Kuehl-Straße	Gotthardt Kuehl	männlich	Point(13.76385 51.02242)	01219
Max-Klinger-Straße	Max Klinger	männlich	Point(13.76093 51.02083)	01217
Leiblstraße	Wilhelm Leibl	männlich	Point(13.76062 51.02212)	01217
Trübnerstraße	Wilhelm Trübner	männlich	Point(13.76049 51.02152)	01217
Hans-Thoma-Straße	Hans Thoma	männlich	Point(13.76125 51.02189)	01219
Hans-Thoma-Straße	Hans Thoma	männlich	Point(13.76125 51.02189)	01217
Julius-Scholtz-Straße	Julius Scholtz	männlich	Point(13.75575 51.01954)	01217
Feuerbachstraße	Anselm Feuerbach	männlich	Point(13.76437 51.01913)	01219
Robert-Sterl-Straße	Robert Sterl	männlich	Point(13.76366 51.01827)	01219
Wittenstraße	Hans Witten von Köln	männlich	Point(13.76275 51.01778)	01219
Uhdestraße	Fritz von Uhde	männlich	Point(13.76614 51.01841)	01219
Rembrandtstraße	Rembrandt	männlich	Point(13.76683 51.01907)	01219
Spitzwegstraße	Carl Spitzweg	männlich	Point(13.76678 51.01572)	01219
Hochmannweg	Franz Hochmann	männlich	Point(13.76918 51.01527)	01219
Hans-Otto-Weg	Hans Otto	männlich	Point(13.77858 51.0117)	01219
Otto-Reinhold-Weg	Otto Reinhold	männlich	Point(13.77471 51.01243)	01219
Johannes-Paul-Thilman-Straße	Johannes Paul Thilman	männlich	Point(13.77568 51.01288)	01219
Hagedornplatz	Christian Ludwig von Hagedorn	männlich	Point(13.77728 51.02289)	01219
Rudolf-Bergander-Ring	Rudolf Bergander	männlich	Point(13.78087 51.02155)	01219
Lehmannstraße	Johann Georg Lehmann	männlich	Point(13.78687 51.01737)	01237
Hildebrandstraße	Adolf von Hildebrand	männlich	Point(13.75501 51.02905)	01219
Preußstraße	Hugo Preuß	männlich	Point(13.8301 51.0601)	01324
Siegmund-Loewe-Straße	Siegmund Loewe	männlich	Point(13.9007 51.06457)	01328
Klarastraße	Clara Schumann	weiblich	Point(13.78196 51.0683)	01099
Judeichstraße	Helene Judeich	weiblich	Point(13.78469 51.06792)	01099
Schönbergstraße	Gotthelf Friedrich von Schönberg (1631–1708)	männlich	Point(13.78549 51.00158)	01239
Louise-Seidler-Straße	Louise Seidler	weiblich	Point(13.75162 51.0208)	01217
Wilhelm-Busch-Straße	Wilhelm Busch	männlich	Point(13.75753 51.01645)	01217
Martin-Andersen-Nexö-Straße	Martin Andersen Nexø	männlich	Point(13.73199 51.019836)	01217
Ludwig-Renn-Allee	Ludwig Renn	männlich	Point(13.73517 51.0203)	01217
Michelangelostraße	Michelangelo	männlich	Point(13.74286 51.02214)	01217
Hempelstraße	Walther Hempel	männlich	Point(13.73405 51.02718)	01069
Haeckelstraße	Ernst Haeckel	männlich	Point(13.73351 51.0277)	01069
Wunderlichstraße	Arthur Bruno Wunderlich	männlich	Point(13.80528 51.06446)	01326
Schevenstraße	Katharina Scheven	weiblich	Point(13.80772 51.06109)	01326
Stürenburgstraße	Heinrich Stürenburg	männlich	Point(13.80461 51.06306)	01326
Heymelstraße	Adolph Heymel	männlich	Point(13.80654 51.06236)	01326
Tolstoistraße	Lew Nikolajewitsch Tolstoi	männlich	Point(13.80728 51.06273)	01326
Marie-Simon-Straße	Marie Simon	weiblich	Point(13.80839 51.0632)	01326
Klengelstraße	Wolf Caspar von Klengel	männlich	Point(13.80912 51.0622)	01326
Leonhardistraße	Eduard Leonhardi	männlich	Point(13.81563 51.05802)	01326
Lotte-Meyer-Straße	Lotte Meyer	weiblich	Point(13.65649 51.05193)	01157
Kurt-Frölich-Straße	Kurt Frölich	männlich	Point(13.75969 51.02562)	01219
Otto-Mohr-Straße	Christian Otto Mohr	männlich	Point(13.7945 51.01444)	01237
Hülßestraße	Julius Ambrosius Hülße	männlich	Point(13.79223 51.01226)	01237
Keplerstraße	Johannes Kepler	männlich	Point(13.78427 51.01472)	01237
Lohrmannstraße	Wilhelm Gotthelf Lohrmann	männlich	Point(13.7894 51.01818)	01237
Otto-Dix-Ring	Otto Dix	männlich	Point(13.77349 51.01835)	01219
Heinz-Lohmar-Weg	Heinz Lohmar	männlich	Point(13.77499 51.01919)	01219
Rayskistraße	Ferdinand von Rayski	männlich	Point(13.76724 51.0256)	01219
Reisstraße	Philipp Reis	männlich	Point(13.823 51.00518)	01257
Pfarrer-Schneider-Straße	Paul Schneider	männlich	Point(13.82092 50.99935)	01257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Point(13.80247 50.99745)	01257
Stollestraße	Ferdinand Stolle	männlich	Point(13.6915 51.04434)	01159
Hübnerstraße	Julius Hübner	männlich	Point(13.72582 51.03433)	01069
Hübnerstraße	Julius Hübner	männlich	Point(13.72582 51.03433)	01187
Hettnerstraße	Hermann Hettner	männlich	Point(13.72723 51.03074)	01069
Williamstraße	William Fichtner	männlich	Point(13.6864 51.04211)	01159
Wendel-Hipler-Straße	Wendel Hipler	männlich	Point(13.67996 51.04016)	01159
Oskar-Mai-Straße	Georg von Frundsberg	männlich	Point(13.68093 51.03801)	01159
Oskar-Mai-Straße	Oskar Mai	männlich	Point(13.68093 51.03801)	01159
Max-Schwarze-Straße	Max Schwarze	männlich	Point(13.79869 50.991)	01257
Hermann-Conradi-Straße	Hermann Conradi	männlich	Point(13.80626 50.98986)	01257
Kurt-Böhme-Straße	Kurt Böhme	männlich	Point(13.79756 50.98762)	01257
Zeppelinstraße	Ferdinand von Zeppelin	männlich	Point(13.81699 51.06059)	01324
Oskar-Zwintscher-Straße	Oskar Zwintscher	männlich	Point(13.81706 51.05953)	01324
Heinz-Bongartz-Straße	Heinz Bongartz	männlich	Point(13.79167 50.991)	01239
Herbert-Collum-Straße	Herbert Collum	männlich	Point(13.79396 50.98972)	01239
Rudolf-Dittrich-Straße	Rudolf Dittrich	männlich	Point(13.79368 50.98911)	01239
Liesel-von-Schuch-Straße	Elisabeth von Schuch	weiblich	Point(13.79509 50.99106)	01239
Osterhausenstraße	Johann Georg von Osterhausen	männlich	Point(13.79457 50.99214)	01239
Joseph-Keilberth-Straße	Joseph Keilberth	männlich	Point(13.78906 50.99213)	01239
Nestroystraße	Johann Nestroy	männlich	Point(13.80353 50.99994)	01257
Ulrichstraße	Pauline Ulrich	weiblich	Point(13.82593 51.05691)	01326
Wuttkestraße	Robert Wuttke	männlich	Point(13.82436 51.05707)	01326
Hermann-Hesse-Straße	Hermann Hesse	männlich	Point(13.82022 51.06495)	01324
Silberweg	Helene Silber	weiblich	Point(13.82428 51.06349)	01324
Karl-Schmidt-Weg	Karl Schmidt	männlich	Point(13.824 51.0563)	01326
Tiedgestraße	Christoph August Tiedge	männlich	Point(13.82664 51.05438)	01326
Sierksstraße	Hans Ludwig Sierks	männlich	Point(13.8231 51.05376)	01326
Heinz-Steyer-Straße	Heinrich von Abendroth	männlich	Point(13.67796 51.05115)	01157
Heinz-Steyer-Straße	Heinz Steyer	männlich	Point(13.67796 51.05115)	01157
Gottfried-Keller-Straße	Gottfried Keller	männlich	Point(13.67921 51.05583)	01157
Uthmannstraße	Gustav Adolf Uthmann	männlich	Point(13.668 51.0389)	01169
Leßkestraße	Friedrich August Leßke	männlich	Point(13.66884 51.03809)	01169
Schreberstraße	Moritz Schreber	männlich	Point(13.66049 51.04351)	01169
Reuningstraße	Theodor Reuning	männlich	Point(13.65508 51.04949)	01169
Lise-Meitner-Straße	Lise Meitner	weiblich	Point(13.66264 51.05122)	01169
Harry-Dember-Straße	Harry Dember	männlich	Point(13.66239 51.05029)	01169
Goethestraße	Johann Wolfgang von Goethe	männlich	Point(13.848995 51.128296)	01465
Gottfried-Keller-Platz	Gottfried Keller	männlich	Point(13.676557 51.062449)	01157
Grillparzerplatz	Franz Grillparzer	männlich	Point(13.682885 51.055307)	01157
Hohenthalplatz	Peter Carl Wilhelm von Hohenthal	männlich	Point(13.71386 51.058741)	01067
Josef-Hegenbarth-Weg	Josef Hegenbarth	männlich	Point(13.825231 51.046939)	01326
Marta-Fraenkel-Straße	Marta Fraenkel	weiblich	Point(13.742048 51.069595)	01097
Merianplatz	Maria Sibylla Merian	weiblich	Point(13.670396 51.045212)	01169
Moreauweg	Jean-Victor Moreau	männlich	Point(13.735581 51.023206)	01217
Olbrichtplatz	Friedrich Olbricht	männlich	Point(13.758463 51.076533)	01099
Riegelplatz	Herman Riegel	männlich	Point(13.686128 51.083687)	01139
Rietschelweg	Ernst Rietschel	männlich	Point(13.816384 51.056116)	01326
Schillerplatz	Friedrich Schiller	männlich	Point(13.846684 51.127355)	01465
Eichendorffsteig	Joseph von Eichendorff	männlich	Point(13.838748 51.043327)	01326
Gustav-Adolf-Platz	Gustav II. Adolf	männlich	Point(13.760388 51.030151)	01219
Viktor-Böhmert-Weg	Viktor Böhmert	männlich	Point(13.830293 51.041035)	01326
Grillparzerstraße	Franz Grillparzer	männlich	Point(13.68267 51.05472)	01157
Lönsweg	Hermann Löns	männlich	Point(13.68556 51.05917)	01157
Semmelweisstraße	Ignaz Semmelweis	männlich	Point(13.70748 51.05042)	01159
Potthoffstraße	Gerhart Potthoff	männlich	Point(13.70437 51.05362)	01159
Klaus-Groth-Straße	Klaus Groth	männlich	Point(13.67625 51.05701)	01157
Roquettestraße	Otto Roquette	männlich	Point(13.67772 51.06166)	01157
Wilhelm-Raabe-Straße	Wilhelm Raabe	männlich	Point(13.67265 51.06265)	01157
Heroldstraße	Johann Salomon Herold	männlich	Point(13.67107 51.0612)	01157
Herweghstraße	Georg Herwegh	männlich	Point(13.66987 51.06103)	01157
Wilhelm-Müller-Straße	Wilhelm Müller	männlich	Point(13.66916 51.06069)	01157
Max-Sachs-Straße	Max Sachs	männlich	Point(13.66751 51.06575)	01157
Martin-Opitz-Straße	Martin Opitz	männlich	Point(13.66036 51.06038)	01157
Ludwig-Kossuth-Straße	Lajos Kossuth	männlich	Point(13.73808 51.11771)	01109
Hauboldstraße	Georg Gottlieb Haubold	männlich	Point(13.78549 51.00434)	01239
Köhlerstraße	Johann Gottfried Köhler	männlich	Point(13.78838 51.0043)	01239
Kurt-Tucholsky-Straße	Kurt Tucholsky	männlich	Point(13.80506 50.99744)	01257
Krügerstraße	Carl Reinhard Krüger	männlich	Point(13.83008 51.05151)	01326
Kotzschweg	August Kotzsch	männlich	Point(13.82777 51.04923)	01326
Roseggerstraße	Peter Rosegger	männlich	Point(13.83239 51.05305)	01326
Ludwig-Richter-Straße	Ludwig Richter	männlich	Point(13.82692 51.05124)	01326
Robert-Diez-Straße	Robert Diez	männlich	Point(13.82414 51.05161)	01326
Josef-Herrmann-Straße	Josef Herrmann	männlich	Point(13.82836 51.04215)	01326
Therese-Malten-Straße	Therese Malten	weiblich	Point(13.85813 51.00637)	01259
Wilhelm-Weitling-Straße	Wilhelm Weitling	männlich	Point(13.86567 51.00181)	01259
Käthe-Kollwitz-Straße	Käthe Kollwitz	weiblich	Point(13.86066 51.00453)	01259
Wilhelm-Bölsche-Straße	Wilhelm Bölsche	männlich	Point(13.85822 51.0021)	01259
Heinrich-Bauer-Straße	Heinrich Bauer	männlich	Point(13.8554 51.00213)	01259
Johannes-Brahms-Straße	Johannes Brahms	männlich	Point(13.85689 51.00075)	01259
Lönsstraße	Hermann Löns	männlich	Point(13.85278 50.99988)	01259
Rubinsteinstraße	Anton Grigorjewitsch Rubinstein	männlich	Point(13.83508 51.00397)	01259
Marie-Hankel-Straße	Marie Hankel	weiblich	Point(13.83326 51.01908)	01279
Besselplatz	Friedrich Wilhelm Bessel	männlich	Point(13.7864 51.01332)	01237
Marie-Wittich-Straße	Marie Wittich	weiblich	Point(13.77883 51.01307)	01237
Hermann-Schmitt-Platz	Hermann Schmitt	männlich	Point(13.82499 50.99278)	01259
Albert-Venus-Weg	Franz Albert Venus	männlich	Point(13.82804 51.04984)	01326
Prof.-Billroth-Straße	Theodor Billroth	männlich	Point(13.82789 50.99722)	01259
Bonhoefferplatz	Dietrich Bonhoeffer	männlich	Point(13.70169 51.03871)	01159
Bünauplatz	Heinrich von Bünau	männlich	Point(13.69949 51.04077)	01159
Conertplatz	Herbert Conert	männlich	Point(13.69251 51.04585)	01159
Edmund-Leistner-Weg	Edmund Leistner	männlich	Point(13.837789 51.025753)	01279
Putjatinplatz	Nikolai Abramowitsch Putjatin	männlich	Point(13.848643 51.004242)	01259
August-Bebel-Straße (Cossebaude)	August Bebel	männlich	Point(13.63305 51.08641)	01156
Gustav-Schwab-Straße	Gustav Schwab	männlich	Point(13.68344 51.08483)	01139
Hartmut-Dost-Straße	Friedrich Hartmut Dost	männlich	Point(13.75272 51.08021)	01099
Hartwigweg	Leberecht Hartwig	männlich	Point(13.638571 51.040885)	01156
Hauerstraße	Carl Hauer	männlich	Point(13.780452 51.120093)	01109
Hauffstraße	Wilhelm Hauff	männlich	Point(13.735896 51.033065)	01069
Hebbelplatz	Friedrich Hebbel	männlich	Point(13.682923 51.051796)	01157
Heinrich-Cotta-Straße	Heinrich Cotta	männlich	Point(13.834985 51.063931)	01324
Heinrich-Heine-Straße	Heinrich Heine	männlich	Point(13.8203 51.12643)	01465
Heinrich-Klemm-Weg	Heinrich Klemm	männlich	Point(13.64459 51.03315)	01156
Heinrich-Mann-Straße	Heinrich Mann	männlich	Point(13.63392 51.08693)	01156
Heinrich-Tessenow-Weg	Heinrich Tessenow	männlich	Point(13.756754 51.113032)	01109
Helena-Rott-Straße	Helena Rott	weiblich	Point(13.79491 50.991591)	01239
Hermann-Glöckner-Straße	Hermann Glöckner	männlich	Point(13.819434 51.049027)	01326
Hermann-Krone-Straße	Hermann Krone	männlich	Point(13.835476 51.028135)	01279
Hermann-Löns-Straße	Hermann Löns	männlich	Point(13.86954 51.06546)	01328
Hermann-Mende-Straße	Otto Hermann Mende	männlich	Point(13.76552 51.08674)	01099
Hermann-Reichelt-Straße	Hermann Reichelt	männlich	Point(13.7633 51.1206)	01109
Hermann-Vogel-Straße	Hermann Vogel	männlich	Point(13.825393 51.051853)	01326
Hottenrothstraße	Woldemar Hottenroth	männlich	Point(13.8409 51.03971)	01326
Hugo-Bürkner-Straße	Hugo Bürkner	männlich	Point(13.765742 51.022237)	01219
Hugo-Hickmann-Straße	Hugo Hickmann	männlich	Point(13.83111 51.12353)	01465
Hugo-Junkers-Ring	Hugo Junkers	männlich	Point(13.79182 51.13101)	01109
Inger-Karén-Straße	Inger Karén	weiblich	Point(13.78897 50.99116)	01239
Jakob-Weinheimer-Straße	Jakob Weinheimer	männlich	Point(13.83574 51.12318)	01465
Julie-Salinger-Weg	Julie Salinger	weiblich	Point(13.75408 51.06374)	01099
Julius-Vahlteich-Straße	Julius Vahlteich	männlich	Point(13.67997 51.04584)	01159
Kantstraße	Immanuel Kant	männlich	Point(13.70502 51.02743)	01187
Karl-Gjellerup-Straße	Karl Gjellerup	männlich	Point(13.76757 51.11636)	01109
Karl-Liebknecht-Straße	Karl Liebknecht	männlich	Point(13.756662 51.112185)	01109
Karl-Marx-Straße	Karl Marx	männlich	Point(13.77027 51.11615)	01109
Karl-Stein-Straße	Karl Stein	männlich	Point(13.68416 51.01385)	01189
Kolpingstraße	Adolf Kolping	männlich	Point(13.63633 51.09053)	01156
Konrad-Zuse-Straße	Konrad Zuse	männlich	Point(13.78415 51.12628)	01109
Korolenkostraße	Wladimir Galaktionowitsch Korolenko	männlich	Point(13.77851 51.11369)	01109
Krausestraße	Karl Christian Friedrich Krause	männlich	Point(13.70497 51.028177)	01187
Kunzstraße	Karl Theodor Kunz	männlich	Point(13.733018 51.075182)	01127
Kurt-Beyer-Straße	Kurt Beyer	männlich	Point(13.795305 51.015143)	01237
Kügelgenstraße	Gerhard von Kügelgen	männlich	Point(13.823564 51.047808)	01326
Kügelgenweg	Wilhelm von Kügelgen	männlich	Point(13.806491 51.155647)	01108
Käthe-Kollwitz-Straße (Cossebaude)	Käthe Kollwitz	weiblich	Point(13.6321 51.086)	01156
Königsufer	Albert von Sachsen	männlich	Point(13.74451 51.05632)	01097
Leonardo-da-Vinci-Straße	Leonardo da Vinci	männlich	Point(13.86544 51.01326)	01326
Leonhard-Frank-Straße	Leonhard Frank	männlich	Point(13.73816 51.03041)	01069
Breitscheidstraße (Cossebaude)	Rudolf Breitscheid	männlich	Point(13.63521 51.08283)	01156
Lessingstraße (Langebrück)	Gotthold Ephraim Lessing	männlich	Point(13.8393 51.12812)	01465
Liebknechtstraße	Karl Liebknecht	männlich	Point(13.60774 51.08128)	01156
Erna-Berger-Straße (Cossebaude)	Erna Berger	weiblich	Point(13.62462 51.08865)	01156
Lindenaustraße	Bernhard von Lindenau	männlich	Point(13.72945 51.03782)	01069
Lochnerstraße	Stefan Lochner	männlich	Point(13.808683 50.989417)	01257
Lotzestraße	Hermann Lotze	männlich	Point(13.7148 51.02522)	01187
Ludwig-Ermold-Straße	Ludwig Ermold	männlich	Point(13.74402 51.02949)	01217
Ludwig-Jahn-Straße	Friedrich Ludwig Jahn	männlich	Point(13.77197 51.11132)	01109
Manfred-Streubel-Weg	Manfred Streubel	männlich	Point(13.64955 51.089184)	01156
Manfred-von-Ardenne-Ring	Manfred von Ardenne	männlich	Point(13.76929 51.09651)	01099
Maria-Reiche-Straße	Maria Reiche	weiblich	Point(13.784624 51.125406)	01109
Martin-Luther-Ring	Martin Luther	männlich	Point(13.649509 51.079255)	01156
Mary-Krebs-Straße	Mary Krebs-Brenning	weiblich	Point(13.762764 51.028056)	01219
Mathias-Oeder-Straße	Matthias Oeder	männlich	Point(13.78867 51.0719)	01099
Max-Liebermann-Straße	Max Liebermann	männlich	Point(13.74227 51.0297)	01217
Max-Kosler-Straße	Max Kosler	männlich	Point(13.88139 51.06265)	01328
Maxie-Wander-Straße	Maxie Wander	weiblich	Point(13.807531 50.996268)	01257
Lili-Elbe-Straße	Lili Elbe	trans Frau	Point(13.767082 51.054398)	01307
